27,152,162.97,0
27,159,185.34,1
27,167,182.96,0
27,254,32.056,0
27,270,105.71,1
27,293,113.15,0
27,324,189.05,0
27,26,298.84,2
28,1,237.21,3
28,34,67.351,0
28,41,144.55,0
28,111,192.17,1
28,120,58.71,0
28,128,78.631,0
28,131,139.1,0
28,177,95.858,1
28,226,38.684,1
28,235,92.76,0
28,239,175.04,1
28,248,95.275,1
28,287,136.66,1
28,301,138.86,0
28,4,375.33,3
28,11,350.34,2
28,18,229.5,2
28,23,204.93,2
29,44,117.46,1
29,59,170.19,1
29,60,87.5,0
29,122,119.77,0
29,154,43.11,0
29,170,156.03,0
29,182,21.134,0
29,234,92.855,1
29,282,93.697,1
29,303,149.52,1
29,311,74.655,1
29,2,294.16,2
29,10,305.91,3
29,15,369.12,3
29,16,283.22,3
29,18,345.01,2
30,39,105.86,1
30,52,106.41,1
30,107,87.737,1
30,115,47.982,1
30,230,91.638,1
30,265,30.774,0
30,313,86.813,0
30,14,253.91,3
30,17,183.25,3
30,22,275.32,3
30,23,250.03,2
31,56,97.062,0
31,75,131.35,0
31,76,131.98,1
31,126,108.33,1
31,193,118.16,1
31,229,4,0
31,274,110.7,1
31,295,79.382,0
31,4,279.18,3
31,12,283.44,2
31,19,281.73,3
