200,1690.6,1070.3
201,581.41,1891.7
202,1519.8,2040
203,639.36,594.83
204,1553.4,2077
205,1827.1,597.41
206,468.96,1796.9
207,582.74,964.02
208,1456.2,790.93
209,1274.2,1011.9
210,389.52,1631.8
211,1114.6,573
212,234.12,1247.8
213,695.82,1721.2
214,1332.9,1147
215,1698.8,1182.8
216,1528.8,1527.9
217,624.11,777.47
218,1822.3,588.65
219,967.12,1888.4
220,1074.8,756.01
221,244.77,1160.8
222,1963.2,869.22
223,921.36,820.89
224,1420,1245.9
225,875.31,1735.6
226,1226.8,1294
227,771.1,786.83
228,1321.9,2045.7
229,1435.6,1745.9
230,1527.9,1012.1
231,503.95,1523.6
232,1406.9,2062.4
233,1734.7,945.76
234,801.56,1475.4
235,1130.8,1279.5
236,2062.3,1036.8
237,1295.6,531.36
238,1006,1527.9
239,1147,1165.1
240,711.64,856.1
241,930.33,1755.2
242,1641.1,1453.7
243,1376.2,469.82
244,1527.1,1537.3
245,1088.7,1629.2
246,1459.2,1948
247,1150.2,1574.4
248,1284.7,1270.1
249,499.99,1709.7
250,1339.5,418.54
251,608.93,1800.9
252,1877.7,1639
253,1662,1556.7
254,949.62,445.44
255,144.14,1198.6
256,1049.6,754.74
257,1883.7,1384.6
258,1710.8,1752.3
259,1864.6,1497.5
260,1574.2,1186.9
261,1074.4,679.53
262,1115.8,2081
263,1071.7,1131.6
264,1113.9,805.12
265,1476.2,961.95
266,1397.9,1179.1
267,1203.2,929.56
268,1207.1,1017.2
269,1289.2,479.13
270,906.99,375.34
271,1045,939.72
272,621.39,1286.6
273,269,1059.2
274,1371.9,1660.3
275,1247.4,1009.8
276,518.67,934.47
277,1760,978.14
278,1311,522.07
279,1524.4,456.6
280,1907.4,1526.5
281,2053.5,1370.1
282,753.6,1446.6
283,2168.4,1247.3
284,1539.3,848.44
285,1548.6,1953.5
286,290.84,1133
287,1081.1,1375.4
288,394.41,1502.3
289,1971.8,1218.1
290,1571.2,1547.9
291,1553.3,677.05
292,1724.6,1490.6
293,1050.4,498.82
294,1237.3,817.28
295,1473.9,1819.9
296,920.48,1939.4
297,1207.5,929.9
298,890.43,1257.9
299,491.07,1512.5
300,1454.4,451.7
301,1089.4,1258.9
302,705.11,585.88
303,595.85,1478.4
304,1899,843.27
305,383.91,1092
306,1222,2103.8
307,1272.7,786.16
308,1748.7,1870.9
309,1072.6,1513
310,378.35,898.2
311,696.26,1603
312,397.9,1526.2
313,1359.7,968.51
314,1057.3,937.01
315,1082.1,1841.7
316,299.1,1244.3
317,209.91,1196.4
318,1741.2,1160.8
319,1647.5,1793.2
320,1471.4,814.02
321,915.67,1712.1
322,526.83,1658.8
323,1931.3,1161.4
324,774.67,568.29
325,1352.9,1277.9
326,598.71,1279.4
327,864.54,2065.8
328,821.83,1176.3
329,991.9,1253
330,1343.4,1554.5
331,1188.5,1937.1
